name,website,term,count,time,term_snippets
kroger,https://www.kroger.com/d/flu,guidance,1.0,2020-09-01T18:17:22," see pharmacy for details. --sep--the following frequently asked questions were created following guidance from the centers for disease control and prevention (cdc).--sep--what is the flu?--sep--influenza, "
kroger,https://www.kroger.com/d/flu,health,7.0,2020-09-01T18:17:22," and electronics--sep--cleaning and household--sep--health and wellness--sep--vitamins and supplements--sep--personal 
 meyer jewelers--sep--savings--sep--planning--sep--our brands--sep--discover--sep--pharmacy and health--sep--payments and services--sep--search--sep--clear--sep--ship to--sep-- --sep--95050--sep-- 
 the wide range of vaccinations we offer, conveniently available at a pharmacy near you.--sep--your health & safety is our priority--sep-- it's more important than ever to make sure you're up to date on 
 is getting a flu vaccine important?--sep--older people, young children and people with certain health conditions are at higher risk for serious flu complications. if you do get the flu, being 
 the risk of flu illness, hospitalization and death, thereby helping conserve potentially scarce healthcare resources.--sep--who should get the flu vaccine?--sep--people age 6 months and older are 
 seasonal flu vaccine, with rare exceptions that include those with allergies. talk to your licensed healthcare provider to learn which type of flu vaccine is right for you.--sep--how often should i get the 
 --sep-- --sep-- --sep-- --sep-- --sep-- --sep-- --sep-- --sep-- --sep--keep on exploring health & wellness--sep-- --sep--about the company--sep--about the company--sep--advertise with "
kroger,https://www.kroger.com/d/flu,safety,1.0,2020-09-01T18:17:22," range of vaccinations we offer, conveniently available at a pharmacy near you.--sep--your health & safety is our priority--sep-- it's more important than ever to make sure you're up to date on your "
kroger,https://www.kroger.com/d/flu,mask,1.0,2020-09-01T18:17:22," in--sep--popular--sep--digital coupons--sep--weekly ad--sep--buy 5 or more, save $1 each--sep--face masks, sanitizers & more--sep--my prescriptions--sep--departments--sep--school essentials--sep--summer "
kroger,https://www.kroger.com/d/flu,covid,1.0,2020-09-01T18:17:22," it is more important than ever to get a flu vaccine. the flu vaccine will not protect against covid-19, but it will reduce the risk of flu illness, hospitalization and death, thereby helping conserve "
kroger,https://www.kroger.com/d/flu,covid-19,1.0,2020-09-01T18:17:22," it is more important than ever to get a flu vaccine. the flu vaccine will not protect against covid-19, but it will reduce the risk of flu illness, hospitalization and death, thereby helping conserve "
kroger,https://www.kroger.com/d/flu,higher risk,1.0,2020-09-01T18:17:22," important?--sep--older people, young children and people with certain health conditions are at higher risk for serious flu complications. if you do get the flu, being vaccinated may help reduce the severity "
kroger,https://www.kroger.com/d/flu,cdc,2.0,2020-09-01T18:17:22," questions were created following guidance from the centers for disease control and prevention (cdc).--sep--what is the flu?--sep--influenza, better known simply as the flu, is a contagious 
 are ideal months to get your flu shot.--sep--what types of flu vaccines are available?--sep--the cdc recommends injectable influenza vaccines. there is no preference for one flu vaccine over another "
kroger,https://www.kroger.com/d/flu,centers for disease control,1.0,2020-09-01T18:17:22," details. --sep--the following frequently asked questions were created following guidance from the centers for disease control and prevention (cdc).--sep--what is the flu?--sep--influenza, better known simply as the flu, is a "
kroger,https://www.kroger.com/d/flu,following guidance,1.0,2020-09-01T18:17:22," may apply. see pharmacy for details. --sep--the following frequently asked questions were created following guidance from the centers for disease control and prevention (cdc).--sep--what is the flu?--sep--influenza, "
kroger,https://www.kroger.com/d/flu,sanitize,1.0,2020-09-01T18:17:22," coupons--sep--weekly ad--sep--buy 5 or more, save $1 each--sep--face masks, sanitizers & more--sep--my prescriptions--sep--departments--sep--school essentials--sep--summer "
kroger,https://www.kroger.com/d/flu,sick,1.0,2020-09-01T18:17:22," you know getting the right vaccinations can help minimize the chances of getting sick? if you do get the flu, being vaccinated may help reduce the severity of symptoms and risk for "
kroger,https://www.kroger.com/d/flu,virus,2.0,2020-09-01T18:17:22," flu?--sep--influenza, better known simply as the flu, is a contagious respiratory illness caused by viruses that infect the nose, throat and sometimes the lungs. it can cause mild to severe illness and, at 
 appropriate.--sep--can i get the flu from a flu shot?--sep--no. the flu shot contains inactivated virus, so you cannot get the flu from the vaccine.--sep--explore other vaccines--sep-- --sep-- --sep-- "
kroger,https://www.kroger.com/d/flu,symptoms,2.0,2020-09-01T18:17:22," chances of getting sick? if you do get the flu, being vaccinated may help reduce the severity of symptoms and risk for complications.--sep--plus, check out the wide range of vaccinations we offer, 
 serious flu complications. if you do get the flu, being vaccinated may help reduce the severity of symptoms and risk for complications. this flu season, it is more important than ever to get a flu vaccine. "
kroger,https://www.kroger.com/d/flu,sanitizer,1.0,2020-09-01T18:17:22," coupons--sep--weekly ad--sep--buy 5 or more, save $1 each--sep--face masks, sanitizers & more--sep--my prescriptions--sep--departments--sep--school essentials--sep--summer "
kroger,https://www.kroger.com/d/flu,masks,1.0,2020-09-01T18:17:22," in--sep--popular--sep--digital coupons--sep--weekly ad--sep--buy 5 or more, save $1 each--sep--face masks, sanitizers & more--sep--my prescriptions--sep--departments--sep--school essentials--sep--summer "
kroger,https://www.kroger.com/d/flu,priority,1.0,2020-09-01T18:17:22," we offer, conveniently available at a pharmacy near you.--sep--your health & safety is our priority--sep-- it's more important than ever to make sure you're up to date on your vaccines. easily "
kroger,https://www.kroger.com/d/flu,high,1.0,2020-09-01T18:17:22," important?--sep--older people, young children and people with certain health conditions are at higher risk for serious flu complications. if you do get the flu, being vaccinated may help reduce the "
kroger,https://www.kroger.com/d/flu,flu vaccine,11.0,2020-09-01T18:17:22," illness and, at times, can even lead to death. the best way to prevent the flu is by getting a flu vaccine each year.--sep--why is getting a flu vaccine important?--sep--older people, young children and 
 of symptoms and risk for complications. this flu season, it is more important than ever to get a flu vaccine. the flu vaccine will not protect against covid-19, but it will reduce the risk of flu illness, 
 death, thereby helping conserve potentially scarce healthcare resources.--sep--who should get the flu vaccine?--sep--people age 6 months and older are eligible to receive an annual seasonal flu vaccine, with 
 that include those with allergies. talk to your licensed healthcare provider to learn which type of flu vaccine is right for you.--sep--how often should i get the flu vaccine?--sep--getting the seasonal flu 
 it to others. september and october are ideal months to get your flu shot.--sep--what types of flu vaccines are available?--sep--the cdc recommends injectable influenza vaccines. there is no preference for 
 flu vaccine over another as long as the vaccine is licensed and age appropriate.--sep--can i get the flu from a "
kroger,https://www.kroger.com/d/flu,vaccination,3.0,2020-09-01T18:17:22," to--sep-- --sep--95050--sep-- --sep--sign in--sep--cart--sep--did you know getting the right vaccinations can help minimize the chances of getting sick? if you do get the flu, being vaccinated may help 
 the severity of symptoms and risk for complications.--sep--plus, check out the wide range of vaccinations we offer, conveniently available at a pharmacy near you.--sep--your health & safety is our "
kroger,https://www.kroger.com/d/flu,prevention,1.0,2020-09-01T18:17:22," frequently asked questions were created following guidance from the centers for disease control and prevention (cdc).--sep--what is the flu?--sep--influenza, better known simply as the flu, is a contagious "
kroger,https://www.kroger.com/d/flu,customer,2.0,2020-09-01T18:17:22, community rewards--sep--honoring our heroes--sep--sustainability--sep--request a donation--sep--customer service--sep--help--sep--faqs--sep--contact us--sep--customer comments--sep--digital coupons 
kroger,https://www.kroger.com/hc/help/faqs,,,2020-09-10T19:56:42,
kroger,https://www.kroger.com/hc/help/faqs,health,2.0,2020-09-10T19:56:42," and electronics--sep--cleaning and household--sep--health and wellness--sep--vitamins and supplements--sep--personal 
 meyer jewelers--sep--savings--sep--planning--sep--our brands--sep--discover--sep--pharmacy and health--sep--payments and services--sep--search--sep--clear--sep--ship to--sep-- --sep--95050--sep-- "
kroger,https://www.kroger.com/hc/help/faqs,mask,1.0,2020-09-10T19:56:42," in--sep--popular--sep--digital coupons--sep--weekly ad--sep--buy 5 or more, save $1 each--sep--face masks, sanitizers & more--sep--my prescriptions--sep--departments--sep--game day--sep--fall "
kroger,https://www.kroger.com/hc/help/faqs,covid,1.0,2020-09-10T19:56:42, in--sep--cart--sep--breadcrumb--sep--help center--sep--faqs--sep--frequently asked questions--sep--covid-19--sep--general--sep--general--sep--general--sep--community rewards--sep--general--sep--ways to 
kroger,https://www.kroger.com/hc/help/faqs,covid-19,1.0,2020-09-10T19:56:42, in--sep--cart--sep--breadcrumb--sep--help center--sep--faqs--sep--frequently asked questions--sep--covid-19--sep--general--sep--general--sep--general--sep--community rewards--sep--general--sep--ways to 
kroger,https://www.kroger.com/hc/help/faqs,sanitize,1.0,2020-09-10T19:56:42," coupons--sep--weekly ad--sep--buy 5 or more, save $1 each--sep--face masks, sanitizers & more--sep--my prescriptions--sep--departments--sep--game day--sep--fall "
kroger,https://www.kroger.com/hc/help/faqs,sanitizer,1.0,2020-09-10T19:56:42," coupons--sep--weekly ad--sep--buy 5 or more, save $1 each--sep--face masks, sanitizers & more--sep--my prescriptions--sep--departments--sep--game day--sep--fall "
kroger,https://www.kroger.com/hc/help/faqs,delivery ,1.0,2020-09-10T19:56:42,
kroger,https://www.kroger.com/hc/help/faqs,masks,1.0,2020-09-10T19:56:42," in--sep--popular--sep--digital coupons--sep--weekly ad--sep--buy 5 or more, save $1 each--sep--face masks, sanitizers & more--sep--my prescriptions--sep--departments--sep--game day--sep--fall "
kroger,https://www.kroger.com/hc/help/faqs,customer,2.0,2020-09-10T19:56:42, community rewards--sep--honoring our heroes--sep--sustainability--sep--request a donation--sep--customer service--sep--help--sep--faqs--sep--contact us--sep--customer comments--sep--digital coupons 
kroger,https://www.kroger.com/i/coronavirus-update,,,2020-09-09T02:07:51,
kroger,https://www.kroger.com/i/coronavirus-update,health,6.0,2020-09-09T02:07:51," and electronics--sep--cleaning and household--sep--health and wellness--sep--vitamins and supplements--sep--personal 
 meyer jewelers--sep--savings--sep--planning--sep--our brands--sep--discover--sep--pharmacy and health--sep--payments and services--sep--search--sep--clear--sep--ship to--sep-- --sep--95050--sep-- 
 in--sep--cart--sep--during this challenging time, the health and safety of our customers and communities is our top priority. we’ll be updating this page often 
 --sep--giving back to our communities--sep--learn more--sep--how we're prioritizing your health & safety--sep--during this unprecedented time, the health and safety of our customers and 
 with the app--sep-- --sep--learn more--sep--stay informed--sep--get the latest information on health, safety and store updates in our faqs, through email notifications or by downloading our app today. "
kroger,https://www.kroger.com/i/coronavirus-update,safety,6.0,2020-09-09T02:07:51," --sep--sign in--sep--cart--sep--during this challenging time, the health and safety of our customers and communities is our top priority. we’ll be updating this page often to keep you 
 --sep--store information--sep--learn more--sep-- --sep-- --sep-- --sep--associate well-being & safety--sep--learn more--sep-- --sep-- --sep-- --sep--giving back to our communities--sep--learn 
 --sep--store information--sep--learn more--sep-- --sep-- --sep-- --sep--associate well-being & safety--sep--learn more--sep-- --sep-- --sep-- --sep--giving back to our communities--sep--learn 
 we're prioritizing your health & safety--sep--during this unprecedented time, the health and safety of our customers and associates is our top priority. plus, --sep--check out tips--sep-- for safe 
 the app--sep-- --sep--learn more--sep--stay informed--sep--get the latest information on health, safety and store updates in our faqs, through email notifications or by downloading our app today. --sep-- "
kroger,https://www.kroger.com/i/coronavirus-update,mask,1.0,2020-09-09T02:07:51," cards--sep--gift cards--sep--sign in--sep--popular--sep--digital coupons--sep--weekly ad--sep--face masks, sanitizers & more--sep--my prescriptions--sep--departments--sep--school essentials--sep--game "
kroger,https://www.kroger.com/i/coronavirus-update,safest,1.0,2020-09-09T02:07:51," we’ll be updating this page often to keep you informed about everything we’re doing to provide the safest, most convenient shopping experience possible.--sep--how we're making shopping safe, easy & "
kroger,https://www.kroger.com/i/coronavirus-update,low-contact,3.0,2020-09-09T02:07:51," is our top priority. plus, --sep--check out tips--sep-- for safe grocery shopping.--sep--more low-contact shopping options--sep--beyond our core ways to shop, the app also helps you shop more safely, with 
 --sep--shop & check out from your phone--sep--learn more--sep-- --sep-- --sep-- --sep--low-contact payment with the app--sep-- --sep--learn more--sep-- --sep-- --sep-- download coupons with the 
 --sep--shop & check out from your phone--sep--learn more--sep-- --sep-- --sep-- --sep--low-contact payment with the app--sep-- --sep--learn more--sep--stay informed--sep--get the latest information "
kroger,https://www.kroger.com/i/coronavirus-update,sanitize,1.0,2020-09-09T02:07:51," cards--sep--sign in--sep--popular--sep--digital coupons--sep--weekly ad--sep--face masks, sanitizers & more--sep--my prescriptions--sep--departments--sep--school essentials--sep--game day--sep--fall "
kroger,https://www.kroger.com/i/coronavirus-update,virus,1.0,2020-09-09T02:07:51, - coronavirus 
kroger,https://www.kroger.com/i/coronavirus-update,well-being,2.0,2020-09-09T02:07:51," --sep-- --sep-- --sep--store information--sep--learn more--sep-- --sep-- --sep-- --sep--associate well-being & safety--sep--learn more--sep-- --sep-- --sep-- --sep--giving back to our communities--sep--learn 
 --sep-- --sep-- --sep--store information--sep--learn more--sep-- --sep-- --sep-- --sep--associate well-being & safety--sep--learn more--sep-- --sep-- --sep-- --sep--giving back to our communities--sep--learn "
kroger,https://www.kroger.com/i/coronavirus-update,sanitizer,1.0,2020-09-09T02:07:51," cards--sep--sign in--sep--popular--sep--digital coupons--sep--weekly ad--sep--face masks, sanitizers & more--sep--my prescriptions--sep--departments--sep--school essentials--sep--game day--sep--fall "
kroger,https://www.kroger.com/i/coronavirus-update,delivery ,1.0,2020-09-09T02:07:51,
kroger,https://www.kroger.com/i/coronavirus-update,masks,1.0,2020-09-09T02:07:51," cards--sep--gift cards--sep--sign in--sep--popular--sep--digital coupons--sep--weekly ad--sep--face masks, sanitizers & more--sep--my prescriptions--sep--departments--sep--school essentials--sep--game "
kroger,https://www.kroger.com/i/coronavirus-update,health and safety,2.0,2020-09-09T02:07:51," to--sep-- --sep--95050--sep-- --sep--sign in--sep--cart--sep--during this challenging time, the health and safety of our customers and communities is our top priority. we’ll be updating this page often to keep you 
 more--sep--how we're prioritizing your health & safety--sep--during this unprecedented time, the health and safety of our customers and associates is our top priority. plus, --sep--check out tips--sep-- for safe "
kroger,https://www.kroger.com/i/coronavirus-update,priority,2.0,2020-09-09T02:07:51," this challenging time, the health and safety of our customers and communities is our top priority. we’ll be updating this page often to keep you informed about everything we’re doing to provide the 
 this unprecedented time, the health and safety of our customers and associates is our top priority. plus, --sep--check out tips--sep-- for safe grocery shopping.--sep--more low-contact shopping "
kroger,https://www.kroger.com/i/coronavirus-update,test,1.0,2020-09-09T02:07:51," payment with the app--sep-- --sep--learn more--sep--stay informed--sep--get the latest information on health, safety and store updates in our faqs, through email notifications or by "
kroger,https://www.kroger.com/i/coronavirus-update,coronavirus,1.0,2020-09-09T02:07:51, - coronavirus 
kroger,https://www.kroger.com/i/coronavirus-update,customer,4.0,2020-09-09T02:07:51," --sep--sign in--sep--cart--sep--during this challenging time, the health and safety of our customers and communities is our top priority. we’ll be updating this page often to keep you informed about 
 your health & safety--sep--during this unprecedented time, the health and safety of our customers and associates is our top priority. plus, --sep--check out tips--sep-- for safe grocery 
 community rewards--sep--honoring our heroes--sep--sustainability--sep--request a donation--sep--customer service--sep--help--sep--faqs--sep--contact us--sep--customer comments--sep--digital coupons "
kroger,https://www.fredmeyerjewelers.com/,,,2020-09-05T01:13:01,
kroger,https://www.fredmeyerjewelers.com/,covid,1.0,2020-09-05T01:13:01, --sep-- --sep-- --sep--covid-19: we are available to serve you at all store locations and online. --sep--view helpful 
kroger,https://www.fredmeyerjewelers.com/,covid-19,1.0,2020-09-05T01:13:01, --sep-- --sep-- --sep--covid-19: we are available to serve you at all store locations and online. --sep--view helpful faqs--sep-- 
kroger,https://www.fredmeyerjewelers.com/,customer,1.0,2020-09-05T01:13:01,
riteaid,https://www.riteaid.com/pharmacy/services/covid-19-testing,,,2020-09-01T00:52:24,
riteaid,https://www.riteaid.com/pharmacy/services/covid-19-testing,vaccine,1.0,2020-09-01T00:52:24,
riteaid,https://www.riteaid.com/pharmacy/services/covid-19-testing,health,6.0,2020-09-01T00:52:24, health 
riteaid,https://www.riteaid.com/pharmacy/services/covid-19-testing,safety,1.0,2020-09-01T00:52:24, safety & disposal 
riteaid,https://www.riteaid.com/pharmacy/services/covid-19-testing,covid,6.0,2020-09-01T00:52:24," testing near me | covid-19 testing | rite 
                                covid-19 testing 
 aid has partnered with verily and will use its baseline covid-19 program to provide screening, scheduling, and return of results to participants at rite aid 
 need more covid-19 information? 
            view rite aid’s covid-19 information "
riteaid,https://www.riteaid.com/pharmacy/services/covid-19-testing,covid-19,6.0,2020-09-01T00:52:24," testing near me | covid-19 testing | rite 
                                covid-19 testing 
 aid has partnered with verily and will use its baseline covid-19 program to provide screening, scheduling, and return of results to participants at rite aid testing 
 need more covid-19 information? 
            view rite aid’s covid-19 information "
riteaid,https://www.riteaid.com/pharmacy/services/covid-19-testing,covid-19 testing,3.0,2020-09-01T00:52:24," testing near me | covid-19 testing | rite 
                                covid-19 testing "
riteaid,https://www.riteaid.com/pharmacy/services/covid-19-testing,testing site,1.0,2020-09-01T00:52:24,
riteaid,https://www.riteaid.com/pharmacy/services/covid-19-testing,virus,1.0,2020-09-01T00:52:24,
riteaid,https://www.riteaid.com/pharmacy/services/covid-19-testing,return policy,1.0,2020-09-01T00:52:24,
riteaid,https://www.riteaid.com/pharmacy/services/covid-19-testing,bonus,1.0,2020-09-01T00:52:24,
riteaid,https://www.riteaid.com/pharmacy/services/covid-19-testing,compliance,1.0,2020-09-01T00:52:24,
riteaid,https://www.riteaid.com/pharmacy/services/covid-19-testing,high,10.0,2020-09-01T00:52:24," highway 
 us highway 
 highway 
 south highway "
riteaid,https://www.riteaid.com/pharmacy/services/covid-19-testing,test,5.0,2020-09-01T00:52:24," testing near me | covid-19 testing | rite 
                                covid-19 testing 
 program to provide screening, scheduling, and return of results to participants at rite aid testing 
 testing at select rite aid "
riteaid,https://www.riteaid.com/pharmacy/services/covid-19-testing,testing,5.0,2020-09-01T00:52:24," testing near me | covid-19 testing | rite 
                                covid-19 testing 
 program to provide screening, scheduling, and return of results to participants at rite aid testing 
 testing at select rite aid "
riteaid,https://www.riteaid.com/pharmacy/services/covid-19-testing,coronavirus,1.0,2020-09-01T00:52:24,
riteaid,https://www.riteaid.com/pharmacy/services/covid-19-testing,shields,1.0,2020-09-01T00:52:24, west shields 
riteaid,https://www.riteaid.com/pharmacy/services/covid-19-testing,customer,1.0,2020-09-01T00:52:24, --sep--customer 
riteaid,https://www.riteaid.com/pharmacy/services/covid-19-testing,,,2020-09-07T05:58:53,
riteaid,https://www.riteaid.com/pharmacy/services/covid-19-testing,vaccine,1.0,2020-09-07T05:58:53,
riteaid,https://www.riteaid.com/pharmacy/services/covid-19-testing,health,6.0,2020-09-07T05:58:53, health 
riteaid,https://www.riteaid.com/pharmacy/services/covid-19-testing,safety,1.0,2020-09-07T05:58:53, safety & disposal 
riteaid,https://www.riteaid.com/pharmacy/services/covid-19-testing,covid,6.0,2020-09-07T05:58:53," testing near me | covid-19 testing | rite 
                                covid-19 testing 
 aid has partnered with verily and will use its baseline covid-19 program to provide screening, scheduling, and return of results to participants at rite aid 
 need more covid-19 information? 
            view rite aid’s covid-19 information "
riteaid,https://www.riteaid.com/pharmacy/services/covid-19-testing,covid-19,6.0,2020-09-07T05:58:53," testing near me | covid-19 testing | rite 
                                covid-19 testing 
 aid has partnered with verily and will use its baseline covid-19 program to provide screening, scheduling, and return of results to participants at rite aid testing 
 need more covid-19 information? 
            view rite aid’s covid-19 information "
riteaid,https://www.riteaid.com/pharmacy/services/covid-19-testing,covid-19 testing,3.0,2020-09-07T05:58:53," testing near me | covid-19 testing | rite 
                                covid-19 testing "
riteaid,https://www.riteaid.com/pharmacy/services/covid-19-testing,testing site,1.0,2020-09-07T05:58:53,
riteaid,https://www.riteaid.com/pharmacy/services/covid-19-testing,virus,1.0,2020-09-07T05:58:53,
riteaid,https://www.riteaid.com/pharmacy/services/covid-19-testing,return policy,1.0,2020-09-07T05:58:53,
riteaid,https://www.riteaid.com/pharmacy/services/covid-19-testing,bonus,1.0,2020-09-07T05:58:53,
riteaid,https://www.riteaid.com/pharmacy/services/covid-19-testing,compliance,1.0,2020-09-07T05:58:53,
riteaid,https://www.riteaid.com/pharmacy/services/covid-19-testing,high,10.0,2020-09-07T05:58:53," highway 
 us highway 
 highway 
 south highway "
riteaid,https://www.riteaid.com/pharmacy/services/covid-19-testing,test,5.0,2020-09-07T05:58:53," testing near me | covid-19 testing | rite 
                                covid-19 testing 
 program to provide screening, scheduling, and return of results to participants at rite aid testing 
 testing at select rite aid "
riteaid,https://www.riteaid.com/pharmacy/services/covid-19-testing,testing,5.0,2020-09-07T05:58:53," testing near me | covid-19 testing | rite 
                                covid-19 testing 
 program to provide screening, scheduling, and return of results to participants at rite aid testing 
 testing at select rite aid "
riteaid,https://www.riteaid.com/pharmacy/services/covid-19-testing,coronavirus,1.0,2020-09-07T05:58:53,
riteaid,https://www.riteaid.com/pharmacy/services/covid-19-testing,shields,1.0,2020-09-07T05:58:53, west shields 
riteaid,https://www.riteaid.com/pharmacy/services/covid-19-testing,customer,1.0,2020-09-07T05:58:53, --sep--customer 
riteaid,https://www.riteaid.com/pharmacy/services/covid-19-testing,,,2020-09-09T07:44:08,
riteaid,https://www.riteaid.com/pharmacy/services/covid-19-testing,vaccine,1.0,2020-09-09T07:44:08,
riteaid,https://www.riteaid.com/pharmacy/services/covid-19-testing,health,6.0,2020-09-09T07:44:08, health 
riteaid,https://www.riteaid.com/pharmacy/services/covid-19-testing,safety,1.0,2020-09-09T07:44:08, safety & disposal 
riteaid,https://www.riteaid.com/pharmacy/services/covid-19-testing,covid,6.0,2020-09-09T07:44:08," testing near me | covid-19 testing | rite 
                                covid-19 testing 
 aid has partnered with verily and will use its baseline covid-19 program to provide screening, scheduling, and return of results to participants at rite aid 
 need more covid-19 information? 
            view rite aid’s covid-19 information "
riteaid,https://www.riteaid.com/pharmacy/services/covid-19-testing,covid-19,6.0,2020-09-09T07:44:08," testing near me | covid-19 testing | rite 
                                covid-19 testing 
 aid has partnered with verily and will use its baseline covid-19 program to provide screening, scheduling, and return of results to participants at rite aid testing 
 need more covid-19 information? 
            view rite aid’s covid-19 information "
riteaid,https://www.riteaid.com/pharmacy/services/covid-19-testing,covid-19 testing,3.0,2020-09-09T07:44:08," testing near me | covid-19 testing | rite 
                                covid-19 testing "
riteaid,https://www.riteaid.com/pharmacy/services/covid-19-testing,testing site,1.0,2020-09-09T07:44:08,
riteaid,https://www.riteaid.com/pharmacy/services/covid-19-testing,virus,1.0,2020-09-09T07:44:08,
riteaid,https://www.riteaid.com/pharmacy/services/covid-19-testing,return policy,1.0,2020-09-09T07:44:08,
riteaid,https://www.riteaid.com/pharmacy/services/covid-19-testing,bonus,1.0,2020-09-09T07:44:08,
riteaid,https://www.riteaid.com/pharmacy/services/covid-19-testing,compliance,1.0,2020-09-09T07:44:08,
riteaid,https://www.riteaid.com/pharmacy/services/covid-19-testing,high,10.0,2020-09-09T07:44:08," highway 
 us highway 
 highway 
 south highway "
riteaid,https://www.riteaid.com/pharmacy/services/covid-19-testing,test,5.0,2020-09-09T07:44:08," testing near me | covid-19 testing | rite 
                                covid-19 testing 
 program to provide screening, scheduling, and return of results to participants at rite aid testing 
 testing at select rite aid "
riteaid,https://www.riteaid.com/pharmacy/services/covid-19-testing,testing,5.0,2020-09-09T07:44:08," testing near me | covid-19 testing | rite 
                                covid-19 testing 
 program to provide screening, scheduling, and return of results to participants at rite aid testing 
 testing at select rite aid "
riteaid,https://www.riteaid.com/pharmacy/services/covid-19-testing,coronavirus,1.0,2020-09-09T07:44:08,
riteaid,https://www.riteaid.com/pharmacy/services/covid-19-testing,shields,1.0,2020-09-09T07:44:08, west shields 
riteaid,https://www.riteaid.com/pharmacy/services/covid-19-testing,customer,1.0,2020-09-09T07:44:08, --sep--customer 
homedepot,https://www.homedepot.com/c/customer_service,,,2020-09-10T23:56:32,
homedepot,https://www.homedepot.com/c/customer_service,regulations,1.0,2020-09-10T23:56:32,
homedepot,https://www.homedepot.com/c/customer_service,guidance,9.0,2020-09-10T23:56:32," guidance on covid-19 for general 
 centers for disease control and prevention (cdc) has set up a site with the latest information and guidance about the coronavirus.  
 guidance on covid-19 for 
 cdc’s covid-19 interim guidance for businesses and employers offers specific information to help workplaces prepare and respond to 
 legal insights, guidance and analysis, plus the latest state-specific covid-19 restrictions and 
 legal insights, guidance and analysis, plus the latest state-specific covid-19 restrictions and 
 legal insights, guidance and analysis, plus the latest state-specific covid-19 restrictions and 
 guidance on preparing workplaces for "
homedepot,https://www.homedepot.com/c/customer_service,health,6.0,2020-09-10T23:56:32," thermometers have been given to associates in stores and distribution centers so they can perform health checks before reporting to work each day. in addition, we limit the number of customers allowed 
 donations – we’ve donated millions of dollars in personal protective equipment (ppe) to hospitals, healthcare providers and first responders. due to these donations, ppe items may be unavailable in stores 
 prioritization & availability – while prioritizing shipments of essential supplies to healthcare providers, our supply chain team is focused on restocking inventory safely and 
 up to 14 days paid time off for any associate required to be quarantined by a public health authority or the 
 occupational safety and health administration (osha) provides information on identifying risk levels in workplace settings, "
homedepot,https://www.homedepot.com/c/customer_service,safety,3.0,2020-09-10T23:56:32," changes & safety 
 occupational safety and health administration (osha) provides information on identifying risk levels in workplace "
homedepot,https://www.homedepot.com/c/customer_service,mask,2.0,2020-09-10T23:56:32," coverings and gloves to our associates. effective wednesday july 22, customers are required to wear masks while in stores. small children or those who have a valid medical rationale will not be required 
 wear a mask. thermometers have been given to associates in stores and distribution centers so they can perform "
homedepot,https://www.homedepot.com/c/customer_service,face covering,1.0,2020-09-10T23:56:32," shields at checkout and service desks throughout our stores and continue to provide non-medical face coverings and gloves to our associates. effective wednesday july 22, customers are required to wear masks "
